Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Total_Accounts,Gender,Interest_Rate
12000,1,4,50000,2,2,23.36,1,40,15,1,0
7125,3,5,30000,0,2,24.4,3,0,17,1,1
20000,1,5,125000,0,2,29.11,0,18,19,1,2
9000,9,4,48000,0,2,13.78,0,0,9,1,1
7000,10,4,25000,2,2,9.55,0,0,16,1,1
9800,1,4,46000,2,1,25.12,0,0,26,1,0
16000,1,0,94000,0,2,22.35,1,42,31,1,2
25000,1,0,57000,1,2,31.79,0,0,28,0,1
30000,2,5,160000,0,4,9.4,0,35,49,1,1
35000,1,5,236000,0,5,22.78,0,0,34,0,2
15000,1,4,70000,1,2,19.65,0,0,44,1,0
4550,3,4,22500,2,2,28.32,0,0,27,1,2
10000,1,4,45000,0,1,26.29,0,22,38,1,1
16000,8,0,75000,0,2,19.79,2,0,29,0,1
3900,10,4,37584,2,9,11.08,3,0,10,1,1
14975,10,4,50000,1,2,23.66,0,7,33,1,2
8725,1,0,32041.54,0,2,21.42,0,33,36,1,1
18000,3,0,0,1,2,24.92,1,0,39,0,1
19000,11,0,47709.54,0,2,30.31,0,35,25,0,1
23000,1,0,105000,1,2,24.45,1,25,23,1,1
7400,1,4,52000,0,2,14.68,3,41,18,1,2
9600,3,5,45000,0,2,27.6,3,0,14,1,2
28000,1,5,135000,1,2,26.09,2,15,27,1,0
14100,3,4,52000,1,2,24.53,0,0,18,1,2
30000,1,4,65000,1,2,24.54,0,0,26,1,0
5000,9,4,0,1,9,17.11,0,38,33,1,1
10000,1,4,78000,2,2,7.95,0,0,12,1,0
19150,3,5,60000,2,2,28.68,1,0,19,1,2
12000,7,5,0,0,4,27.74,2,33,39,0,2
1000,1,3,45600,2,2,11.02,1,0,16,0,0
35000,4,4,105000,1,1,17.81,0,35,29,1,2
10625,3,0,65000,1,1,11.19,1,0,14,0,2
30000,3,5,0,0,2,25.92,1,0,63,1,2
7700,9,5,0,2,2,9.62,1,2,19,1,1
14000,10,4,50000,2,2,4.37,1,69,19,0,0
14850,5,5,45000,1,2,19.04,0,0,17,1,1
10000,1,3,80000,2,2,12.09,1,76,22,1,2
15000,3,4,55400,0,2,5.46,4,0,43,0,2
15000,2,0,180000,0,2,16.51,0,3,42,1,0
20000,4,0,55000,0,2,23.67,0,0,31,1,2
11875,3,0,52000,2,2,14.84,2,0,21,1,0
6000,7,4,0,2,2,29.47,1,0,23,0,1
20000,3,4,98000,1,2,13.38,0,0,11,1,2
21000,9,0,110000,1,2,13.68,0,0,36,1,0
22500,1,0,60000,0,2,29.04,0,0,42,1,1
5000,0,4,0,2,4,29.11,0,0,11,1,2
7200,2,0,37000,2,2,37.79,0,0,28,1,2
14000,1,0,0,1,1,24.73,0,0,31,0,1
21725,1,0,52000,1,1,34.34,0,0,35,1,2
15000,7,5,80000,0,2,11.82,0,54,28,1,2
10000,0,0,45000,0,2,25.39,0,0,25,1,0
20000,4,0,79000,0,2,9.6,1,40,25,1,2
35000,0,0,0,0,4,11.86,5,12,28,1,2
14000,4,5,0,2,1,24.44,3,18,63,0,1
12000,1,0,65000,1,2,14.62,0,16,18,1,1
18000,4,0,0,1,1,27.54,0,6,36,1,1
10000,1,3,228000,2,9,8.64,6,17,24,0,2
14000,5,0,64550,1,2,11.45,0,0,11,0,0
8175,4,0,31000,2,1,16.37,0,0,10,1,1
9000,2,0,47000,1,2,32.27,1,23,36,1,2
10000,2,4,33500,2,2,10.71,2,30,26,1,1
16900,9,0,45000,0,1,9.6,0,0,12,0,1
16800,1,0,149000,1,1,23.11,0,0,36,1,1
15575,1,5,44405,2,2,32.51,1,0,44,1,2
5000,8,3,76320,2,2,19.25,3,22,35,0,2
10800,5,4,60000,1,1,6.66,0,0,23,1,1
27000,1,5,95000,1,2,23.29,1,29,32,1,1
5000,1,5,0,2,2,21.9,1,21,32,1,2
35000,1,5,130000,1,4,14.27,6,44,35,1,2
5200,11,4,19102.8,0,1,8.74,0,60,10,1,0
27850,3,0,250000,1,6,15.95,1,0,24,1,1
24000,1,0,85000,0,2,16.24,1,0,25,1,1
20000,1,0,158000,1,1,8.62,0,15,25,1,0
15000,1,0,0,0,1,19.76,2,13,51,0,1
7500,3,4,32000,2,2,18.68,0,64,16,1,1
12000,7,0,95000,2,2,14.81,2,0,44,0,1
8650,1,4,50634,2,2,3.51,1,80,24,1,2
12000,1,4,60300,2,1,22.49,0,0,28,1,2
19700,6,4,0,1,2,21.29,0,20,38,1,2
19425,11,0,44000,0,4,19.83,0,0,27,0,0
35000,1,0,78762,0,4,22.95,0,4,24,0,2
12050,1,0,32000,0,9,38.63,0,6,18,1,2
12000,3,0,132500,1,2,18.85,1,18,24,1,1
15000,0,0,0,0,1,26.39,1,0,27,1,2
10000,1,0,40000,1,2,17.58,1,0,24,0,1
6000,4,0,0,2,2,18.69,2,10,29,1,1
1400,2,5,21477,2,9,24.98,2,6,7,1,2
5000,6,0,81510,1,9,11.19,0,0,35,0,0
16500,11,0,46000,0,2,34.62,0,0,31,1,2
6500,2,5,110000,0,13,18.97,0,22,40,0,2
7500,3,0,52000,2,2,32.49,0,8,36,1,1
28000,10,0,119826,1,11,13.41,1,0,17,1,2
18000,4,4,79000,0,2,12.17,0,0,21,1,0
7200,5,5,45000,0,2,34.24,0,6,37,1,1
20000,7,0,60000,1,2,27.94,1,0,31,1,2
18000,4,4,60000,1,2,27.48,0,0,21,1,2
24000,1,3,72000,0,2,13.97,1,0,27,1,0
5600,6,4,37000,2,6,1.33,0,0,7,1,2
8000,1,0,82000,2,6,16.54,2,48,34,1,2
28625,3,5,72000,0,11,23.23,1,0,10,0,2
7125,1,0,120000,1,2,12.39,0,7,11,1,2
8000,1,0,98000,2,1,9.55,0,48,16,0,1
10800,9,0,61000,1,2,6.35,1,0,33,1,1
6000,10,0,120000,1,2,21.98,2,0,37,0,1
18000,1,4,60000,1,12,15.42,2,9,17,1,0
15000,1,0,70000,0,2,17.63,3,0,16,1,2
18000,2,0,65000,2,2,20.49,1,0,29,1,1
15000,1,4,110000,2,2,7.59,0,29,25,0,1
28000,10,4,82000,1,2,30.35,1,27,37,1,1
35000,10,0,268000,1,2,17.68,1,10,36,1,2
2000,2,0,40000,2,2,23.37,2,0,34,1,1
17475,4,0,81000,1,5,19.72,0,46,25,1,2
8000,1,0,91000,2,6,0.53,0,0,25,1,0
20000,5,0,150000,0,1,8.65,0,0,21,0,1
7200,5,0,65000,1,2,11.45,0,0,57,1,1
9800,7,0,75000,0,1,11.71,1,23,21,1,0
28100,1,0,60000,0,2,30.54,0,0,42,1,1
11200,4,4,36000,2,0,5.67,0,0,24,0,0
13000,0,3,77000,2,2,22.6,0,23,52,1,1
9825,0,4,43000,2,2,24.34,0,0,8,1,2
13500,1,0,49920,1,2,24.01,0,16,46,1,2
3000,1,0,25000,2,9,11.95,0,26,13,1,2
15000,1,0,55000,1,2,26.01,1,64,29,0,1
16000,0,0,55536,2,2,15.13,2,0,32,1,2
16000,9,4,73500,2,2,24.46,0,27,42,1,0
7200,10,4,31000,2,2,11.14,0,0,10,0,1
6400,1,4,0,0,6,20.27,1,29,47,0,2
20000,1,0,68000,2,1,20.51,0,0,15,0,0
5000,0,3,30000,2,2,12.92,1,0,30,0,0
12000,10,4,52000,1,1,13.29,1,0,6,1,2
11175,2,4,35000,2,9,21.93,0,0,12,0,2
10000,10,0,0,0,2,19.41,1,27,24,1,1
10400,0,0,146000,0,1,14.5,2,0,31,1,1
28000,1,0,80000,1,2,29.7,0,20,48,0,0
28000,1,0,90000,0,2,27.84,1,47,35,1,2
24000,4,5,110000,0,4,9.3,0,0,12,1,2
2250,11,4,52500,2,2,16.43,0,0,25,1,0
1000,6,3,55000,2,9,35.96,0,47,20,0,1
9350,8,4,35000,2,1,8.23,0,0,16,0,0
19550,1,5,65000,1,2,26.49,0,6,43,1,2
20000,1,4,99000,0,2,21.67,0,0,29,1,1
5000,8,4,40000,2,6,10.56,0,67,17,1,1
8000,7,5,81000,0,7,8.25,0,0,18,1,0
35000,1,4,0,0,1,21.86,0,76,38,0,2
13000,8,4,54385,0,11,14.25,1,17,16,1,2
15925,10,0,60000,1,2,7.58,1,0,27,1,2
10775,6,0,0,2,2,20.44,0,7,44,0,1
2000,4,4,41000,2,9,1.96,1,50,7,1,2
5400,4,5,20000,1,2,15.42,0,0,6,1,1
20000,7,0,135000,2,2,8.58,0,7,17,1,2
8000,6,4,65000,2,2,1.94,0,0,14,0,0
5000,11,4,17220,0,1,13.03,1,0,11,1,1
17000,2,4,55000,1,2,16.86,0,27,45,1,2
17500,2,4,75000,2,1,15.5,0,32,21,1,1
6000,6,4,70000,2,2,8.26,3,41,22,0,2
10000,10,4,0,2,2,13.86,0,0,16,0,0
5150,11,0,67000,2,1,5.79,0,0,9,1,0
10000,6,4,60000,2,2,13.86,1,1,19,1,1
18500,1,3,0,0,1,24.75,4,50,41,1,1
31000,10,4,100000,0,1,19.06,0,75,19,1,0
2800,1,4,54000,1,9,13.49,0,24,23,1,0
25000,1,0,0,0,2,20.47,1,0,41,1,1
14400,5,3,54000,2,2,10.91,1,0,30,1,1
10500,4,0,65000,1,11,27.02,2,74,56,0,2
4000,1,0,70800,1,0,2.08,0,14,22,1,1
5000,3,0,38500,0,1,29.68,1,30,31,0,1
7200,4,4,23000,0,8,7.83,0,0,10,1,1
9000,2,0,71250,0,4,30.28,5,0,35,1,2
25975,1,0,142264,1,1,10.51,0,0,18,1,2
4800,9,4,85000,2,2,17.56,0,0,27,1,1
7750,1,0,51000,0,2,15.46,1,0,22,1,1
10250,0,4,75000,0,2,10.43,2,0,14,1,1
10000,1,4,35000,2,1,27.87,1,0,13,1,1
35000,5,0,118000,1,2,22.61,2,15,20,1,2
17000,7,5,150000,2,1,16.76,0,0,57,0,0
8000,3,0,94000,2,2,22.33,2,0,58,0,1
12000,5,0,85000,1,2,11.66,0,38,38,1,0
11100,0,0,65000,1,2,9.45,1,0,10,0,2
22000,0,0,120000,1,2,22.47,0,8,35,1,0
18000,7,0,86000,0,2,21.44,0,0,21,1,2
10000,1,0,65000,1,2,5.83,0,29,36,1,1
30000,5,0,0,1,2,21.28,0,0,38,1,1
2200,10,4,53000,2,1,20.78,1,0,39,1,2
4200,2,5,0,1,2,29.15,2,0,40,1,2
12000,5,4,65000,2,2,9.9,1,43,23,1,2
11550,10,0,65000,2,9,10.95,1,22,51,1,1
18825,3,4,0,0,2,25.03,1,0,18,0,1
21100,1,0,0,1,1,11.82,0,0,16,1,1
14350,9,5,65000,0,1,30.64,1,0,29,1,2
29975,1,0,60000,1,2,26.02,0,0,27,0,1
20000,1,0,145000,0,2,7.7,0,24,14,0,2
14000,0,4,42000,2,2,13.93,0,0,9,0,1
7000,3,0,30000,1,2,24.56,0,0,8,0,0
29700,1,5,70000,0,2,16.13,1,8,27,1,2
21600,1,0,0,0,2,10.84,1,18,14,0,0
9950,2,0,40400,1,2,20.53,2,27,19,1,1
10000,8,0,60000,2,2,13.5,1,31,21,1,2
5600,3,4,48541,2,1,8.33,0,0,11,1,0
25000,9,0,100000,1,4,10.06,2,0,26,0,1
8000,3,4,35000,2,1,5.76,1,0,7,0,2
20000,1,3,60000,1,4,23.32,0,33,17,1,0
24000,1,3,85000,1,1,14.03,0,31,29,0,1
15000,9,4,65000,0,2,15.95,0,0,32,0,2
12000,1,0,80000,1,1,18.77,0,0,39,0,0
10000,5,3,117347,0,2,3.17,0,13,15,1,2
9000,1,0,65000,2,2,8.75,1,0,15,0,1
15000,0,0,41000,1,2,26.29,0,0,21,1,1
11000,7,0,0,1,2,18.66,0,53,44,0,0
9300,6,0,44000,2,2,19.04,0,44,22,1,1
8450,8,0,60000,2,1,12.12,0,0,17,0,1
14500,10,4,85000,1,2,18.78,1,47,44,1,1
15000,5,4,57000,0,1,31.35,1,0,53,0,1
5200,2,4,32000,2,2,20.48,1,8,15,1,2
10575,8,0,0,2,2,6.7,1,18,15,1,2
15000,7,4,70000,1,2,19.13,0,19,32,0,2
9000,3,0,100000,1,2,11.73,2,17,17,1,2
7500,1,5,68608,2,1,8.62,1,0,7,1,1
16425,3,4,73000,0,11,20.7,0,0,18,1,2
18400,1,4,121000,2,11,13.09,0,0,16,1,1
25000,4,4,49000,2,11,17.88,1,45,24,1,1
23975,1,4,90000,0,11,25.64,0,0,9,1,2
8000,1,4,65000,0,2,26.71,4,0,56,1,2
5600,1,0,130000,2,2,14.46,1,0,33,0,0
35000,1,0,0,0,2,26.34,3,0,34,1,2
15000,1,0,75000,2,9,10.62,0,9,38,1,2
23875,2,3,65000,1,1,16.8,2,0,25,0,2
18000,1,0,42000,0,1,27.66,2,0,20,1,2
25600,4,4,90000,1,2,28.4,0,14,23,1,1
23400,0,0,120000,1,2,20.41,1,17,22,1,1
15600,1,4,41000,1,1,10.36,0,0,22,0,2
10000,5,5,0,1,2,17.08,1,78,37,0,2
12000,1,5,55000,0,2,12.85,1,20,20,1,1
8000,5,4,25000,2,2,20.4,0,0,20,1,2
4200,4,5,0,0,4,7.36,1,23,18,1,2
28000,1,0,120000,1,2,21.79,2,51,45,1,2
5500,0,4,48000,0,13,2.6,0,0,5,0,1
6500,6,5,70000,1,1,6.53,0,37,28,1,1
4000,8,0,38000,2,4,26.27,0,12,11,1,1
6250,4,3,14400,1,2,8.92,0,0,7,0,1
15000,11,0,39000,0,2,20.31,0,10,45,1,2
10000,6,4,37000,0,2,13.17,0,0,12,0,2
5000,1,4,22000,2,2,24.51,1,35,21,1,1
29900,8,0,68000,1,2,18.92,0,0,24,0,2
5000,4,0,62500,2,12,17.38,0,15,33,0,1
10000,8,4,0,2,1,14.87,0,0,28,1,0
19000,1,0,53495.78,2,2,28.33,1,21,25,1,1
8025,0,5,30000,2,2,26.48,3,68,24,1,2
11175,9,0,33000,1,2,13.13,3,0,25,1,2
15000,1,5,84120,1,2,14.31,0,0,10,1,1
24000,8,5,62000,0,6,25.07,0,0,12,1,2
15000,1,0,90000,2,6,21.12,0,9,15,1,0
35000,4,5,171000,0,2,21.14,2,0,40,1,2
5000,11,3,35000,1,2,20.34,2,47,25,1,1
8075,7,4,32000,2,1,11.97,0,0,22,1,1
25000,1,0,100000,0,2,22.46,3,45,37,1,0
10000,5,4,0,2,1,11.16,0,0,15,0,1
10000,2,4,0,2,2,24.23,0,0,32,1,0
8500,5,0,35000,0,2,18.83,0,0,21,1,1
8500,8,5,76400,1,1,18.24,1,0,34,1,0
35000,5,0,91000,0,2,20.86,0,7,28,0,2
1500,7,0,56000,2,4,26.46,1,6,21,1,2
8450,1,5,39000,0,4,19.48,2,0,41,1,2
10000,5,0,87500,0,1,14.74,0,16,48,0,0
28000,0,5,125000,0,2,13.34,0,0,43,0,0
16000,1,0,100000,2,2,13.08,0,14,26,1,0
7000,4,4,40000,2,1,9.36,0,40,16,1,1
1750,10,5,41173,2,2,32.66,0,0,22,1,0
7000,8,4,44983,1,2,20.73,1,0,11,1,1
19700,11,3,50400,0,2,33.19,0,51,32,0,2
19000,3,0,127200,1,2,2.32,1,0,17,1,2
10800,1,5,62500,2,2,17.82,3,8,30,0,1
8400,10,4,38000,1,13,13.61,0,54,19,1,1
20050,1,3,75000,0,1,25.86,0,31,22,1,2
9875,8,4,26000,1,1,16.26,0,0,17,1,1
15000,7,5,71000,2,1,8.47,0,0,21,1,1
11950,1,5,39000,0,2,23.63,0,0,14,0,2
28000,1,5,141000,2,1,9.23,0,0,23,1,0
16000,5,0,105000,1,1,17.82,1,0,38,0,1
26000,4,3,180000,0,4,2.82,3,51,43,1,2
3375,11,0,26000,0,2,29.45,4,0,17,1,2
2750,3,0,77000,0,2,0.55,0,0,13,1,1
25000,1,5,100000,1,2,8.65,0,0,14,1,0
4000,4,5,60000,2,8,16.32,1,0,20,1,1
26400,1,0,95000,1,1,22.53,0,44,30,1,0
8000,1,0,47000,0,2,14.73,2,0,22,1,1
1300,6,5,60000,2,7,14.98,0,0,12,1,2
25000,6,0,62000,1,2,27.04,1,38,31,1,1
7200,2,0,0,2,4,10.28,0,0,35,1,0
4275,4,4,0,0,2,31.46,1,0,12,0,2
4000,8,0,67000,0,4,12.79,0,0,24,1,0
9000,7,0,59000,1,4,13.28,1,55,25,0,1
25850,1,0,74200,0,1,19.11,0,0,21,1,1
12600,1,0,50000,1,2,17.81,0,45,24,1,1
8000,6,5,70000,2,2,34.05,0,0,30,0,1
15000,1,5,0,1,2,11.72,1,57,36,0,1
24000,1,0,0,0,2,7.03,0,0,32,1,1
5500,0,4,118000,2,1,23.28,1,73,34,1,0
6250,0,4,22000,2,2,17.4,0,0,14,1,2
6000,1,0,37000,1,2,31.14,0,0,15,1,1
16000,3,0,60000,0,2,4.32,2,0,20,1,2
26200,3,0,0,1,2,24.36,0,0,23,1,2
2000,2,4,20400,2,0,12.41,1,33,7,1,1
9000,3,0,40000,2,0,9.66,1,76,15,1,1
15000,2,3,130000,2,2,11.11,1,34,29,1,2
25000,0,0,244000,1,1,6.45,2,42,30,0,0
18675,5,4,55000,1,11,19.16,2,0,27,0,2
18000,1,0,95000,2,2,20.32,0,0,16,0,0
10000,9,0,75000,2,2,3.78,0,25,33,0,1
7000,6,0,0,1,4,6.85,1,63,18,1,2
5000,9,4,33000,1,5,5.35,1,36,13,1,1
21200,6,0,60000,0,1,28.67,2,13,40,0,2
25000,1,0,82000,0,1,15.83,3,24,26,0,2
4975,0,0,47000,2,2,9.42,1,0,15,1,0
15000,9,0,120000,1,4,8.49,3,0,50,0,1
17000,1,0,75000,1,2,36.03,0,31,35,0,1
10050,11,3,30000,0,1,7,0,38,27,1,1
8000,2,0,0,2,2,18.84,1,0,25,1,1
5200,10,3,34000,1,2,14.81,1,49,21,1,1
3000,0,5,35000,2,9,7.41,0,0,8,0,0
4000,0,4,19200,0,2,3.06,2,59,18,0,1
35000,1,0,125000,0,2,14.67,1,23,37,1,2
8000,1,4,48000,2,2,27.73,2,45,21,1,1
10000,0,4,75000,2,2,15.77,0,0,30,1,1
35000,7,5,85000,0,1,16.83,0,0,18,0,2
10500,5,4,32000,2,2,16.84,3,0,12,1,2
10000,1,0,87350,2,2,7.72,1,9,30,1,2
12000,0,0,55000,2,2,13.88,0,0,24,1,0
1000,6,4,0,2,1,15.89,1,56,22,1,0
18250,10,3,0,0,2,20.89,0,0,15,0,2
5600,9,0,81600,0,2,26.6,0,0,32,1,1
14000,3,0,85000,2,2,5.84,1,0,36,0,0
13150,0,0,40000,2,6,6.48,1,0,21,0,2
13800,7,4,52100,0,1,20.85,2,63,43,1,1
1850,8,5,0,2,2,10.33,0,0,10,1,1
12375,2,4,0,0,2,12.91,0,36,11,1,2
19575,8,0,54000,0,2,12.84,0,0,19,1,1
4500,0,3,47000,2,12,5.36,0,0,34,0,2
5000,2,0,72000,2,2,12.63,0,0,11,0,1
31000,5,0,70000,0,2,24.82,0,24,40,1,2
16000,5,4,40000,2,1,14.1,0,0,8,1,1
22000,1,5,50000,0,2,24.86,0,0,18,0,2
9600,1,0,0,1,2,25.38,0,9,35,1,1
12000,9,5,0,2,2,4.03,0,66,12,1,1
1000,1,0,95000,2,12,19.9,1,0,32,1,1
19000,1,0,0,0,1,20.39,0,7,41,1,2
8000,9,4,24000,2,2,11.9,0,0,13,1,1
14500,10,4,50000,2,2,21.99,0,0,31,1,1
13000,0,0,41200,2,1,11.48,0,50,9,1,0
16000,5,0,81328,1,2,26.03,0,0,43,1,2
8600,1,4,40000,2,2,8.13,0,0,5,1,2
14125,8,0,66000,0,1,34.35,0,34,42,0,1
9200,1,0,69000,2,1,10.63,0,0,23,1,0
18825,1,0,0,0,2,18.18,2,0,25,1,2
16000,1,4,0,0,2,32.87,2,66,46,1,1
28000,1,0,0,0,11,17.6,1,24,37,1,2
20800,3,0,85000,0,2,26.92,4,0,31,0,2
7825,4,0,57400,0,2,21.95,0,0,23,1,1
21000,1,0,110000,0,1,10.3,0,10,22,1,1
35000,5,0,185000,0,1,7.39,0,8,18,1,0
24250,10,0,70000,1,2,23.97,1,0,25,1,2
10900,7,3,52730,1,9,0.36,3,0,9,1,2
6500,11,5,16524,0,2,22.22,0,48,12,0,2
6000,0,4,60000,2,2,10.28,0,0,23,1,0
8400,1,4,0,1,2,11.9,2,0,62,0,1
12000,3,0,85000,2,2,9.52,0,0,19,1,0
18000,2,0,95000,2,2,21.57,2,0,21,0,2
24000,1,5,81000,2,2,20.9,0,30,12,1,0
24375,1,5,53000,0,1,15.98,1,0,19,1,2
15400,2,5,90000,1,2,30.71,0,35,53,0,0
12000,11,4,89000,0,2,14.28,0,0,32,1,1
5000,10,4,37440,1,13,5.9,0,0,10,0,1
12000,1,4,0,1,2,17.83,1,0,26,1,1
35000,1,3,96000,0,1,21.87,0,36,13,1,2
5000,2,4,45000,1,2,14.48,2,15,7,1,1
3000,5,4,22000,1,2,24.49,0,0,45,1,2
16000,1,5,75166,2,2,17.52,0,6,23,1,1
15350,1,5,44252,1,2,15.27,0,0,25,1,2
23850,1,0,95000,0,2,13.68,0,34,30,1,2
17050,2,4,38400,0,1,14.44,0,21,19,0,1
20000,1,4,82765,1,2,11.57,0,69,26,1,2
13025,0,0,60000,1,2,9.98,0,78,31,1,2
14025,1,4,55000,2,1,28.93,0,0,20,1,1
26500,4,4,86000,1,1,21.87,1,0,16,0,2
32000,3,5,105000,0,1,19.17,0,13,25,0,2
7200,10,0,65000,2,2,27.62,0,0,25,0,0
16000,1,3,98700,1,2,28.06,0,0,31,1,1
1600,1,4,23000,2,4,19.93,0,0,12,1,1
15375,3,4,35000,1,1,23.42,2,0,22,1,2
3000,1,0,99000,1,4,8.95,0,0,21,1,1
6000,7,4,46000,2,1,3.83,1,0,7,1,2
3000,1,0,42000,1,2,17.37,1,1,25,1,2
15000,5,0,90000,1,2,10.69,0,0,14,0,1
8000,5,0,219000,2,4,5.73,0,28,23,0,0
9775,4,4,0,1,9,9.3,4,24,20,0,2
4000,7,4,42000,2,2,18.4,2,0,11,1,1
12600,2,0,95000,2,2,13,0,10,36,0,1
16000,1,5,0,0,1,25.63,2,17,36,1,2
16750,10,4,60000,0,11,21.34,0,17,15,0,2
9000,1,0,50000,0,2,11.06,0,0,15,1,0
28000,3,4,96000,0,2,3.8,1,0,28,1,0
3600,10,4,63000,0,8,3.81,2,0,14,1,2
30000,1,0,92000,0,2,22.33,2,21,44,0,2
20000,2,4,0,1,2,11.28,1,0,44,0,1
22250,1,0,50000,0,4,18.65,2,0,23,1,2
7500,1,3,65000,2,2,25.16,1,73,61,1,0
10000,1,0,110000,0,11,29.56,2,50,52,1,1
9600,6,4,105000,1,1,9.47,0,12,29,1,1
8800,1,5,0,2,1,10.39,0,0,6,0,0
5000,8,5,0,2,4,6.33,1,0,26,1,0
28200,1,4,68000,2,1,26.3,1,34,63,1,1
14400,8,4,42000,0,2,16.71,0,0,12,0,2
13825,9,0,33000,2,2,25.56,0,0,17,1,2
10000,3,4,81800,1,2,10.36,1,0,8,1,1
13000,0,4,70000,2,2,16.29,0,0,14,1,2
25000,3,0,77000,1,1,17.14,1,0,51,1,0
14000,9,0,60052,2,2,28.6,2,0,20,1,1
17500,1,0,65000,0,2,17.89,1,0,22,1,2
15000,1,3,60000,1,2,14.56,1,0,16,0,1
35000,10,3,250000,0,4,4.41,0,12,26,1,2
7500,1,4,100000,1,2,6.04,1,0,24,1,0
18250,6,4,40560,2,1,18.17,0,0,14,1,1
12800,5,4,74899.81,0,2,16.68,0,66,22,1,1
2100,9,4,63000,1,9,29.16,3,37,30,0,2
3400,3,0,63850,0,2,9.2,1,13,22,1,1
20700,1,4,46000,0,2,28.2,1,47,12,1,1
19550,4,5,0,2,2,34.68,1,0,28,0,1
20000,1,3,65000,1,2,23.98,3,35,19,1,2
22850,1,0,65000,1,2,15.1,0,35,19,0,1
8425,2,3,40000,1,2,29.85,0,4,30,1,2
9100,2,4,120000,1,9,16,2,0,30,1,1
29400,1,4,120000,0,2,15.75,2,31,42,1,2
16000,1,5,0,1,2,18.57,0,0,26,0,0
11000,6,3,60000,1,1,4.13,1,18,19,1,2
15000,1,0,70000,0,1,17.28,0,31,34,1,2
20000,1,0,69000,0,1,17.39,0,0,40,1,1
35000,10,5,96000,0,2,23.57,0,9,30,1,2
5000,4,0,90000,0,2,3.92,0,34,16,1,2
10000,7,0,80000,2,4,8.87,0,6,15,1,1
20000,1,0,97500,0,1,22.86,1,0,57,1,1
12150,1,4,66000,0,2,33.13,2,0,53,1,2
20000,3,0,0,1,2,6.86,0,0,23,1,2
16000,7,4,72000,2,2,16.8,1,0,29,0,1
10000,5,4,96085.31,1,2,12.54,1,0,12,1,1
25000,7,4,60000,0,2,33.3,1,13,17,0,2
5000,8,4,35000,1,2,14.44,1,0,7,1,0
7000,5,4,35000,2,5,16.49,1,0,18,1,2
5000,2,5,35000,2,2,4.7,0,0,11,1,2
14000,0,4,75000,0,2,5.34,1,0,8,0,2
8000,1,4,56000,2,2,16.1,0,0,18,1,0
7000,1,0,120000,1,2,16.41,3,10,29,1,1
8000,8,5,43500,0,2,24.58,0,72,42,1,2
18000,3,4,84000,2,1,16.13,0,0,32,1,0
20000,1,0,100000,0,11,9.55,1,18,26,1,1
28000,1,4,61000,1,2,24.04,0,0,18,1,1
5550,2,4,26500,2,2,25.32,0,0,16,1,1
14100,1,0,33631,1,2,14.31,0,38,7,1,2
23600,10,5,52000,1,2,26.36,0,0,32,0,2
10000,2,4,46645,1,2,35.76,0,0,22,1,2
30925,1,4,78000,0,2,17.38,0,34,13,1,2
12000,9,0,59000,0,2,11.64,0,0,14,1,1
12000,5,4,45000,2,2,11.07,0,0,15,1,2
19750,1,4,45000,1,2,31.84,1,13,23,0,1
12000,11,4,64000,1,2,17.33,0,0,11,0,1
19600,9,0,65000,0,2,27.93,2,0,39,1,1
3000,1,4,0,2,2,14.86,0,22,13,1,1
20000,8,0,65000,0,2,14.79,0,0,9,1,2
10400,9,0,60000,0,2,16.88,0,10,30,1,1
7200,3,4,75000,2,2,20.43,1,0,18,1,1
8325,1,0,70000,2,2,22.34,0,22,14,1,1
9000,11,4,43000,1,2,21.27,1,0,24,0,1
7000,7,4,0,1,2,4.43,0,38,30,1,0
3000,11,4,30000,2,9,2.04,0,0,4,1,2
13000,4,3,55000,1,4,24.29,0,0,36,1,1
29700,8,0,62000,1,4,14.6,3,37,58,0,2
15000,3,5,38738,1,2,17.78,1,50,15,0,1
28000,9,0,100000,1,2,10.37,2,0,29,1,2
8000,2,4,0,2,11,14.36,0,0,10,1,1
12000,11,3,50000,0,1,17.07,2,3,32,0,2
18000,1,4,53000,1,2,34.53,0,0,27,0,1
9300,2,4,57500,1,2,24.63,0,32,33,1,1
10000,1,0,87000,0,6,13.46,2,22,36,1,1
24000,10,5,72000,2,2,13.28,1,0,21,1,1
2500,1,4,25000,0,2,7.44,0,0,20,0,1
20000,1,4,62000,1,1,9.47,0,0,14,1,2
30750,1,3,70000,0,2,15.33,1,0,17,0,2
16000,6,4,0,0,1,18.26,0,12,34,1,0
10000,1,0,52000,2,2,20.42,0,82,42,1,1
24000,2,5,60000,1,1,13.8,1,6,32,1,2
25875,1,0,72000,0,6,9.54,0,37,18,0,2
30000,1,0,105000,0,1,15.06,0,53,13,1,2
21000,9,4,60000,1,2,13.2,0,0,15,0,2
10000,0,4,50000,2,0,8.83,0,0,26,1,0
10800,2,0,44000,0,2,14.78,0,37,22,0,2
9000,4,4,87000,1,2,22.03,0,0,18,1,1
16100,1,0,89000,2,2,19.7,1,62,38,0,1
8000,4,4,0,1,2,2.8,0,0,8,1,0
2000,4,4,35000,2,9,13.17,3,0,7,0,2
11475,1,0,40000,2,2,22.68,2,0,28,1,2
